figure_id,inserted_in_pptx,source_pdf_page,update_mode,verification_status,data_file,expected_data_sha256,current_data_sha256,baseline_text_2024,updated_text,notes
H.1,True,102,historical_replica,not_verified,,,,"El nivel de exposición a la televisión se mide a través del promedio de personas que tienen su televisor encendido en un intervalo de tiempo determinado. De acuerdo con los datos reportados en la muestra analizada por el IFT, el promedio de personas con el televisor encendido de julio 2023 a junio 2024 fue de 15.72% durante las 24 horas del día. Sin embargo, esa proporción cambia significativamente a lo largo del día, alcanzando su punto máximo de 31.21% entre las 21:00 horas y 22:00 horas (Ver Figura H.1.).

Además, el nivel de encendidos puede variar dependiendo del público que se analice. De esta manera, el porcentaje de encendidos para las mujeres fue de 16.46%, mientras que para los hombres fue de 14.95%. Asimismo, en ambos casos su hora de mayor exposición fue de 21:00 a 22:00 horas, con 32.61% y 29.73% respectivamente.","El nivel de exposición a la televisión se mide a través del promedio de personas que tienen su televisor encendido en un intervalo de tiempo determinado. De acuerdo con los datos reportados en la muestra analizada por el IFT, el promedio de personas con el televisor encendido de julio 2023 a junio 2024 fue de 15.72% durante las 24 horas del día. Sin embargo, esa proporción cambia significativamente a lo largo del día, alcanzando su punto máximo de 31.21% entre las 21:00 horas y 22:00 horas (Ver Figura H.1.).

Además, el nivel de encendidos puede variar dependiendo del público que se analice. De esta manera, el porcentaje de encendidos para las mujeres fue de 16.46%, mientras que para los hombres fue de 14.95%. Asimismo, en ambos casos su hora de mayor exposición fue de 21:00 a 22:00 horas, con 32.61% y 29.73% respectivamente.",Reproducción literal de la redacción 2024; periodo julio 2023-junio 2024. | No hay acceso a Nielsen IBOPE/MSS TV o INRA/INRAM para actualizar la figura.
H.2,True,103,historical_replica,not_verified,,,,"De julio 2023 a junio 2024, los géneros televisivos “Dramatizado Unitario”, “Reality Show” y “Telenovelas” fueron los que mayor consumo registraron en los canales nacionales, sin importar que estos no hayan sido los que tuvieron más horas de transmisión, lo que indica que son géneros rentables en términos de la relación audiencia generada/tiempo al aire (ver Figura H.2.).

Por otra parte, al analizar la audiencia de los géneros programáticos en hombres y mujeres, se puede apreciar que los tres géneros ya mencionados fueron los de mayor audiencia para las mujeres, mientras que los hombres consumieron principalmente “Dramatizados unitarios”, seguidos de “Reality shows” y “Deportes”.","De julio 2023 a junio 2024, los géneros televisivos “Dramatizado Unitario”, “Reality Show” y “Telenovelas” fueron los que mayor consumo registraron en los canales nacionales, sin importar que estos no hayan sido los que tuvieron más horas de transmisión, lo que indica que son géneros rentables en términos de la relación audiencia generada/tiempo al aire (ver Figura H.2.).

Por otra parte, al analizar la audiencia de los géneros programáticos en hombres y mujeres, se puede apreciar que los tres géneros ya mencionados fueron los de mayor audiencia para las mujeres, mientras que los hombres consumieron principalmente “Dramatizados unitarios”, seguidos de “Reality shows” y “Deportes”.",Reproducción literal de la redacción 2024; periodo julio 2023-junio 2024. | No hay acceso a Nielsen IBOPE/MSS TV o INRA/INRAM para actualizar la figura.
H.3,True,104,historical_replica,not_verified,,,,"En la Ciudad de México, el promedio de personas con el televisor encendido de julio 2023 a junio 2024 fue de 16.69% durante las 24 horas del día. Sin embargo, esa proporción cambió significativamente a lo largo del día, alcanzando su punto máximo de 34.82% entre las 21:00 horas y 22:00 horas (Ver Figura H.3.).

Además, al analizar el nivel de encendidos por el género de la audiencia se encontró que, el porcentaje de encendidos para las mujeres fue de 17.43%, mientras que para los hombres fue de 15.89%. Asimismo, en ambos casos su hora de mayor exposición fue de 21:00 a 22:00 horas, con 36.48% y 33.03% respectivamente.","En la Ciudad de México, el promedio de personas con el televisor encendido de julio 2023 a junio 2024 fue de 16.69% durante las 24 horas del día. Sin embargo, esa proporción cambió significativamente a lo largo del día, alcanzando su punto máximo de 34.82% entre las 21:00 horas y 22:00 horas (Ver Figura H.3.).

Además, al analizar el nivel de encendidos por el género de la audiencia se encontró que, el porcentaje de encendidos para las mujeres fue de 17.43%, mientras que para los hombres fue de 15.89%. Asimismo, en ambos casos su hora de mayor exposición fue de 21:00 a 22:00 horas, con 36.48% y 33.03% respectivamente.",Reproducción literal de la redacción 2024; periodo julio 2023-junio 2024. | No hay acceso a Nielsen IBOPE/MSS TV o INRA/INRAM para actualizar la figura.
H.4,True,105,historical_replica,not_verified,,,,"De julio 2023 a junio 2024 en la Ciudad de México, los géneros televisivos “Dramatizado Unitario”, “Reality Show” y “Telenovelas” fueron los que mayor consumo registraron en los canales nacionales, sin importar que estos no hayan sido los que tuvieron más horas de transmisión, lo que indica que son géneros rentables en términos de la relación audiencia generada/tiempo al aire (ver Figura H.4.).

Al analizar la audiencia de los géneros programáticos en hombres y mujeres, se puede apreciar que los tres ya mencionados también fueron los de mayor audiencia para las mujeres, mientras que los hombres consumieron principalmente “Dramatizados unitarios”, seguidos de “Reality shows” y “Deportes”.","De julio 2023 a junio 2024 en la Ciudad de México, los géneros televisivos “Dramatizado Unitario”, “Reality Show” y “Telenovelas” fueron los que mayor consumo registraron en los canales nacionales, sin importar que estos no hayan sido los que tuvieron más horas de transmisión, lo que indica que son géneros rentables en términos de la relación audiencia generada/tiempo al aire (ver Figura H.4.).

Al analizar la audiencia de los géneros programáticos en hombres y mujeres, se puede apreciar que los tres ya mencionados también fueron los de mayor audiencia para las mujeres, mientras que los hombres consumieron principalmente “Dramatizados unitarios”, seguidos de “Reality shows” y “Deportes”.",Reproducción literal de la redacción 2024; periodo julio 2023-junio 2024. | No hay acceso a Nielsen IBOPE/MSS TV o INRA/INRAM para actualizar la figura.
H.5,True,106,historical_replica,not_verified,,,,"En Guadalajara, el promedio de personas con el televisor encendido de julio 2023 a junio 2024 fue de 15.27% a lo largo de las 24 horas. Sin embargo, esa proporción cambió significativamente a lo largo del día, alcanzando su punto máximo de 28.99% entre las 21:00 horas y 22:00 horas (ver Figura H.5.).

Además, al analizar el nivel de encendidos por el género de la audiencia se encontró que, el porcentaje de encendidos para las mujeres fue de 16.22%, mientras que para los hombres fue de 14.28%. Asimismo, en ambos casos su hora de mayor exposición fue de 21:00 a 22:00 horas, con 29.92% y 28.03% respectivamente.","En Guadalajara, el promedio de personas con el televisor encendido de julio 2023 a junio 2024 fue de 15.27% a lo largo de las 24 horas. Sin embargo, esa proporción cambió significativamente a lo largo del día, alcanzando su punto máximo de 28.99% entre las 21:00 horas y 22:00 horas (ver Figura H.5.).

Además, al analizar el nivel de encendidos por el género de la audiencia se encontró que, el porcentaje de encendidos para las mujeres fue de 16.22%, mientras que para los hombres fue de 14.28%. Asimismo, en ambos casos su hora de mayor exposición fue de 21:00 a 22:00 horas, con 29.92% y 28.03% respectivamente.",Reproducción literal de la redacción 2024; periodo julio 2023-junio 2024. | No hay acceso a Nielsen IBOPE/MSS TV o INRA/INRAM para actualizar la figura.
H.6,True,107,historical_replica,not_verified,,,,"De julio 2023 a junio 2024 en Guadalajara, los géneros televisivos “Dramatizado Unitario”, “Reality Show” y “Telenovelas” fueron los que mayor consumo registraron en los canales nacionales, sin importar que estos no hayan sido los que tuvieron más horas de transmisión, lo que indica que son géneros rentables en términos de la relación audiencia generada/tiempo al aire (ver Figura H.6.).

Al analizar la audiencia de los géneros programáticos en hombres y mujeres, se puede apreciar que los tres ya mencionados también fueron los de mayor audiencia para las mujeres, mientras que los hombres consumieron principalmente “Deportes”, “Dramatizados unitarios”, y “Reality show”.","De julio 2023 a junio 2024 en Guadalajara, los géneros televisivos “Dramatizado Unitario”, “Reality Show” y “Telenovelas” fueron los que mayor consumo registraron en los canales nacionales, sin importar que estos no hayan sido los que tuvieron más horas de transmisión, lo que indica que son géneros rentables en términos de la relación audiencia generada/tiempo al aire (ver Figura H.6.).

Al analizar la audiencia de los géneros programáticos en hombres y mujeres, se puede apreciar que los tres ya mencionados también fueron los de mayor audiencia para las mujeres, mientras que los hombres consumieron principalmente “Deportes”, “Dramatizados unitarios”, y “Reality show”.",Reproducción literal de la redacción 2024; periodo julio 2023-junio 2024. | No hay acceso a Nielsen IBOPE/MSS TV o INRA/INRAM para actualizar la figura.
H.7,True,108,historical_replica,not_verified,,,,"En Monterrey, el promedio de personas con el televisor encendido de julio 2023 a junio 2024 fue de 17.92% a lo largo de las 24 horas. Sin embargo, esa proporción cambió significativamente a lo largo del día, alcanzando su punto máximo de 31.35% entre las 21:00 horas y 22:00 horas. (Ver Figura H.7.).

Además, al analizar el nivel de encendidos por el género de la audiencia se encontró que, el porcentaje de encendidos para las mujeres fue de 19.33% y, su hora de mayor exposición fue de 21:00 a 22:00 horas, con 33.32%. En el caso de los hombres el porcentaje de encendidos fue de 16.50%, con un consumo máximo de 29.38% de 20:00 a 21:00 horas.","En Monterrey, el promedio de personas con el televisor encendido de julio 2023 a junio 2024 fue de 17.92% a lo largo de las 24 horas. Sin embargo, esa proporción cambió significativamente a lo largo del día, alcanzando su punto máximo de 31.35% entre las 21:00 horas y 22:00 horas. (Ver Figura H.7.).

Además, al analizar el nivel de encendidos por el género de la audiencia se encontró que, el porcentaje de encendidos para las mujeres fue de 19.33% y, su hora de mayor exposición fue de 21:00 a 22:00 horas, con 33.32%. En el caso de los hombres el porcentaje de encendidos fue de 16.50%, con un consumo máximo de 29.38% de 20:00 a 21:00 horas.",Reproducción literal de la redacción 2024; periodo julio 2023-junio 2024. | No hay acceso a Nielsen IBOPE/MSS TV o INRA/INRAM para actualizar la figura.
H.8,True,109,historical_replica,not_verified,,,,"De julio 2023 a junio 2024 en Monterrey, los géneros televisivos “Dramatizado Unitario”, “Telenovelas” y “Deportes” fueron los que mayor consumo registraron en los canales nacionales, sin importar que estos no hayan sido los que tuvieron más horas de transmisión, lo que indica que son géneros rentables en términos de la relación audiencia generada/ tiempo al aire (ver Figura H.8.).

Al analizar la audiencia de los géneros programáticos en hombres y mujeres, se puede apreciar que los tres ya mencionados también fueron los de mayor audiencia para los hombres, mientras que las mujeres consumieron principalmente “Dramatizados unitarios”, “Telenovelas” y “Reality show”.","De julio 2023 a junio 2024 en Monterrey, los géneros televisivos “Dramatizado Unitario”, “Telenovelas” y “Deportes” fueron los que mayor consumo registraron en los canales nacionales, sin importar que estos no hayan sido los que tuvieron más horas de transmisión, lo que indica que son géneros rentables en términos de la relación audiencia generada/ tiempo al aire (ver Figura H.8.).

Al analizar la audiencia de los géneros programáticos en hombres y mujeres, se puede apreciar que los tres ya mencionados también fueron los de mayor audiencia para los hombres, mientras que las mujeres consumieron principalmente “Dramatizados unitarios”, “Telenovelas” y “Reality show”.",Reproducción literal de la redacción 2024; periodo julio 2023-junio 2024. | No hay acceso a Nielsen IBOPE/MSS TV o INRA/INRAM para actualizar la figura.
H.9,True,110,historical_replica,not_verified,,,,"En las 25 ciudades restantes de la muestra analizada por el IFT, el promedio de personas con el televisor encendido de julio 2023 a junio 2024 fue de 14.73% a lo largo de las 24 horas. Sin embargo, esa proporción cambió significativamente a lo largo del día, alcanzando su punto máximo de 28.98% entre las 21:00 horas y 22:00 horas (Ver Figura H.9.).

Además, al analizar el nivel de encendidos por el género de la audiencia se encontró que, el porcentaje de encendidos para las mujeres fue de 15.31%, mientras que para los hombres fue de 14.13%. Asimismo, en ambos casos su hora de mayor exposición fue de 21:00 a 22:00 horas, con 30.15% y 27.75% respectivamente.","En las 25 ciudades restantes de la muestra analizada por el IFT, el promedio de personas con el televisor encendido de julio 2023 a junio 2024 fue de 14.73% a lo largo de las 24 horas. Sin embargo, esa proporción cambió significativamente a lo largo del día, alcanzando su punto máximo de 28.98% entre las 21:00 horas y 22:00 horas (Ver Figura H.9.).

Además, al analizar el nivel de encendidos por el género de la audiencia se encontró que, el porcentaje de encendidos para las mujeres fue de 15.31%, mientras que para los hombres fue de 14.13%. Asimismo, en ambos casos su hora de mayor exposición fue de 21:00 a 22:00 horas, con 30.15% y 27.75% respectivamente.",Reproducción literal de la redacción 2024; periodo julio 2023-junio 2024. | No hay acceso a Nielsen IBOPE/MSS TV o INRA/INRAM para actualizar la figura.
H.10,True,111,historical_replica,not_verified,,,,"De julio 2023 a junio 2024 en las 25 ciudades restantes de la muestra analizada por el IFT, los géneros televisivos “Dramatizado Unitario”, “Reality Show” y “Telenovelas” fueron los que mayor consumo registraron en los canales nacionales, sin importar que estos no hayan sido los que tuvieron más horas de transmisión, lo que indica que son géneros rentables en términos de la relación audiencia generada/tiempo al aire (ver Figura H.10.).

Por otra parte, al analizar la audiencia de los géneros programáticos entre hombres y mujeres, se puede apreciar que los tres géneros ya mencionados también fueron los de mayor audiencia para las mujeres, mientras que los hombres consumieron principalmente “Dramatizados unitarios”, “Reality shows” y “Deportes”.","De julio 2023 a junio 2024 en las 25 ciudades restantes de la muestra analizada por el IFT, los géneros televisivos “Dramatizado Unitario”, “Reality Show” y “Telenovelas” fueron los que mayor consumo registraron en los canales nacionales, sin importar que estos no hayan sido los que tuvieron más horas de transmisión, lo que indica que son géneros rentables en términos de la relación audiencia generada/tiempo al aire (ver Figura H.10.).

Por otra parte, al analizar la audiencia de los géneros programáticos entre hombres y mujeres, se puede apreciar que los tres géneros ya mencionados también fueron los de mayor audiencia para las mujeres, mientras que los hombres consumieron principalmente “Dramatizados unitarios”, “Reality shows” y “Deportes”.",Reproducción literal de la redacción 2024; periodo julio 2023-junio 2024. | No hay acceso a Nielsen IBOPE/MSS TV o INRA/INRAM para actualizar la figura.
H.11,True,112,historical_replica,not_verified,,,,"En el caso de la radio, el nivel de personas con la radio encendida es un indicador que mide el grado de exposición a este servicio en un intervalo de tiempo determinado. De acuerdo con los datos reportados en la muestra analizada por el IFT10, de julio 2023 a junio 2024, el promedio de personas con la radio encendida en estas tres ciudades fue de 9.67% en el intervalo de tiempo de las 6:00 horas a las 24:00 horas de lunes a domingo. Sin embargo, al contrario que en televisión, la proporción de personas con la radio encendida alcanzó su máximo entre las 09:00 y 10:00 horas, cuando el nivel de encendidos fue de 16.91% (ver Figura H.11.).

Además, al analizar el nivel de exposición a la radio entre géneros de la audiencia, se pudo encontrar que el promedio de exposición de los hombres fue de 11.09% y su horario más alto fue a las 08:00 horas con 19.00%, mientras que para las mujeres el promedio fue de 8.54% y su principal horario fue a las 10:00 horas con 16.10%.","En el caso de la radio, el nivel de personas con la radio encendida es un indicador que mide el grado de exposición a este servicio en un intervalo de tiempo determinado. De acuerdo con los datos reportados en la muestra analizada por el IFT10, de julio 2023 a junio 2024, el promedio de personas con la radio encendida en estas tres ciudades fue de 9.67% en el intervalo de tiempo de las 6:00 horas a las 24:00 horas de lunes a domingo. Sin embargo, al contrario que en televisión, la proporción de personas con la radio encendida alcanzó su máximo entre las 09:00 y 10:00 horas, cuando el nivel de encendidos fue de 16.91% (ver Figura H.11.).

Además, al analizar el nivel de exposición a la radio entre géneros de la audiencia, se pudo encontrar que el promedio de exposición de los hombres fue de 11.09% y su horario más alto fue a las 08:00 horas con 19.00%, mientras que para las mujeres el promedio fue de 8.54% y su principal horario fue a las 10:00 horas con 16.10%.",Reproducción literal de la redacción 2024; periodo julio 2023-junio 2024. | No hay acceso a Nielsen IBOPE/MSS TV o INRA/INRAM para actualizar la figura.
H.12,True,113,historical_replica,not_verified,,,,"En el caso de la Ciudad de México, el promedio de personas con la radio encendida fue de 10.76% y alcanzó su máximo a las 09:00 horas, cuando el nivel de encendidos fue de 18.73% (ver Figura H.12.).

Por otro lado, para el caso particular de los hombres el promedio de exposición a la radio fue de 12.24% y su horario más alto ocurrió a las 08:00 horas con 20.62%. Asimismo, respecto a las mujeres se registró un promedio de exposición de 9.59% y su máximo lo alcanzaron a las 10:00 horas con 18.48%.","En el caso de la Ciudad de México, el promedio de personas con la radio encendida fue de 10.76% y alcanzó su máximo a las 09:00 horas, cuando el nivel de encendidos fue de 18.73% (ver Figura H.12.).

Por otro lado, para el caso particular de los hombres el promedio de exposición a la radio fue de 12.24% y su horario más alto ocurrió a las 08:00 horas con 20.62%. Asimismo, respecto a las mujeres se registró un promedio de exposición de 9.59% y su máximo lo alcanzaron a las 10:00 horas con 18.48%.",Reproducción literal de la redacción 2024; periodo julio 2023-junio 2024. | No hay acceso a Nielsen IBOPE/MSS TV o INRA/INRAM para actualizar la figura.
H.13,True,114,historical_replica,not_verified,,,,"Respecto a la ciudad de Guadalajara, el promedio de personas expuestas la radio fue de 7.83% y alcanzó su máximo a las 10:00 horas, cuando el nivel de encendidos fue de 13.06% (ver Figura H.13.).

Además, al analizar el nivel de exposición a la radio entre los géneros de la audiencia, se pudo encontrar que el promedio de exposición de los hombres fue de 9.49% y su horario más alto fue a las 10:00 horas con 15.99%, mientras que para las mujeres el promedio fue de 6.51% y su principal horario fue a las 10:00 horas con 10.74%.","Respecto a la ciudad de Guadalajara, el promedio de personas expuestas la radio fue de 7.83% y alcanzó su máximo a las 10:00 horas, cuando el nivel de encendidos fue de 13.06% (ver Figura H.13.).

Además, al analizar el nivel de exposición a la radio entre los géneros de la audiencia, se pudo encontrar que el promedio de exposición de los hombres fue de 9.49% y su horario más alto fue a las 10:00 horas con 15.99%, mientras que para las mujeres el promedio fue de 6.51% y su principal horario fue a las 10:00 horas con 10.74%.",Reproducción literal de la redacción 2024; periodo julio 2023-junio 2024. | No hay acceso a Nielsen IBOPE/MSS TV o INRA/INRAM para actualizar la figura.
H.14,True,115,historical_replica,not_verified,,,,"En el caso de Monterrey, el promedio de personas con la radio encendida fue de 7.15% y alcanzó su máximo a las 08:00 horas, cuando el nivel de encendidos fue de 14.43% (ver Figura H.14.).

Por otro lado, para el caso particular de los hombres el promedio de exposición a la radio fue de 8.15% y su horario más alto ocurrió a las 08:00 horas con 16.06%. Asimismo, respecto a las mujeres se registró un promedio de exposición de 6.32% y su máximo lo alcanzaron a las 08:00 horas con 13.09%.","En el caso de Monterrey, el promedio de personas con la radio encendida fue de 7.15% y alcanzó su máximo a las 08:00 horas, cuando el nivel de encendidos fue de 14.43% (ver Figura H.14.).

Por otro lado, para el caso particular de los hombres el promedio de exposición a la radio fue de 8.15% y su horario más alto ocurrió a las 08:00 horas con 16.06%. Asimismo, respecto a las mujeres se registró un promedio de exposición de 6.32% y su máximo lo alcanzaron a las 08:00 horas con 13.09%.",Reproducción literal de la redacción 2024; periodo julio 2023-junio 2024. | No hay acceso a Nielsen IBOPE/MSS TV o INRA/INRAM para actualizar la figura.
